title,title_english,ruby,music_id,can_play_offline,genre,diff_type,difficulty
Bad Apple!! feat. nomico,,ＢＡＤＡＰＰＬＥＦＥＡＴＮＯＭＩＣＯ,1001,true,touhou,hard,5.5
Bad Apple!! feat. nomico,,ＢＡＤＡＰＰＬＥＦＥＡＴＮＯＭＩＣＯ,1001,true,touhou,expert,9.3
ナイト・オブ・ナイツ,Night/Knight of Nights/Knights,ないとおぶないつ,1002,true,touhou,normal,3.0
ナイト・オブ・ナイツ,Night/Knight of Nights/Knights,ないとおぶないつ,1002,true,touhou,hard,9.0
ナイト・オブ・ナイツ,Night/Knight of Nights/Knights,ないとおぶないつ,1002,true,touhou,expert,12.0
WARNING×WARNING×WARNING,,ＷＡＲＮＩＮＧＷＡＲＮＩＮＧＷＡＲＮＩＮＧ,1119,true,touhou,normal,3.0
WARNING×WARNING×WARNING,,ＷＡＲＮＩＮＧＷＡＲＮＩＮＧＷＡＲＮＩＮＧ,1119,true,touhou,hard,7.7
WARNING×WARNING×WARNING,,ＷＡＲＮＩＮＧＷＡＲＮＩＮＧＷＡＲＮＩＮＧ,1119,true,touhou,expert,11.5
シャカリキ・ファイト・ブンブン,Shakariki Fight Bun-bun,しゃかりきふぁいとぶんぶん,2075,false,2_5_dimension,normal,3.0
シャカリキ・ファイト・ブンブン,Shakariki Fight Bun-bun,しゃかりきふぁいとぶんぶん,2075,false,2_5_dimension,hard,6.7
シャカリキ・ファイト・ブンブン,Shakariki Fight Bun-bun,しゃかりきふぁいとぶんぶん,2075,false,2_5_dimension,expert,11.7
ニュー・ウェーブ,New Wave,にゅーうぇーぶ,2065,false,2_5_dimension,normal,2.0
ニュー・ウェーブ,New Wave,にゅーうぇーぶ,2065,false,2_5_dimension,hard,6.1
ニュー・ウェーブ,New Wave,にゅーうぇーぶ,2065,false,2_5_dimension,expert,9.3
ガンガン・ドンドン,Gan-gan Don-don,がんがんどんどん,1102,false,2_5_dimension,normal,2.0
ガンガン・ドンドン,Gan-gan Don-don,がんがんどんどん,1102,false,2_5_dimension,hard,6.0
ガンガン・ドンドン,Gan-gan Don-don,がんがんどんどん,1102,false,2_5_dimension,expert,9.7
スマイル・アンド・ティアズ,Smile and Tears,すまいるあんどてぃあず,1278,false,2_5_dimension,normal,2.0
スマイル・アンド・ティアズ,Smile and Tears,すまいるあんどてぃあず,1278,false,2_5_dimension,hard,6.1
スマイル・アンド・ティアズ,Smile and Tears,すまいるあんどてぃあず,1278,false,2_5_dimension,expert,9.5
STILL HOT IN MY HEART,,ＳＴＩＬＬＨＯＴＩＮＭＹＨＥＡＲＴ,1279,false,2_5_dimension,normal,3.0
STILL HOT IN MY HEART,,ＳＴＩＬＬＨＯＴＩＮＭＹＨＥＡＲＴ,1279,false,2_5_dimension,hard,7.3
STILL HOT IN MY HEART,,ＳＴＩＬＬＨＯＴＩＮＭＹＨＥＡＲＴ,1279,false,2_5_dimension,expert,10.3
Over the sweat and tears,,ＯＶＥＲＴＨＥＳＷＥＡＴＡＮＤＴＥＡＲＳ,1126,false,2_5_dimension,normal,1.0
Over the sweat and tears,,ＯＶＥＲＴＨＥＳＷＥＡＴＡＮＤＴＥＡＲＳ,1126,false,2_5_dimension,hard,5.6
Over the sweat and tears,,ＯＶＥＲＴＨＥＳＷＥＡＴＡＮＤＴＥＡＲＳ,1126,false,2_5_dimension,expert,9.4
ファムファタール,Femme Fatale,ふぁむふぁたーる,3056,true,variety,normal,3.0
ファムファタール,Femme Fatale,ふぁむふぁたーる,3056,true,variety,hard,8.0
ファムファタール,Femme Fatale,ふぁむふぁたーる,3056,true,variety,expert,11.1
アゲナゲン,Agenagen,ＡＧＡＩＮＡＮＤＡＧＡＩＮ,3055,true,variety,normal,4.0
アゲナゲン,Agenagen,ＡＧＡＩＮＡＮＤＡＧＡＩＮ,3055,true,variety,hard,10.5
アゲナゲン,Agenagen,ＡＧＡＩＮＡＮＤＡＧＡＩＮ,3055,true,variety,expert,13.5
花たちに希望を,Hana Tachi ni Kibou wo,はなたちにきぼうを,3027,true,variety,normal,3.0
花たちに希望を,Hana Tachi ni Kibou wo,はなたちにきぼうを,3027,true,variety,hard,9.8
花たちに希望を,Hana Tachi ni Kibou wo,はなたちにきぼうを,3027,true,variety,expert,12.4
NightTheater,,ＮＩＧＨＴＴＨＥＡＴＥＲ,3042,true,variety,normal,3.0
NightTheater,,ＮＩＧＨＴＴＨＥＡＴＥＲ,3042,true,variety,hard,10.0
NightTheater,,ＮＩＧＨＴＴＨＥＡＴＥＲ,3042,true,variety,expert,13.0
恋のMoonlight,Koi no Moonlight,こいのＭＯＯＮＬＩＧＨＴ,3039,true,variety,normal,2.0
恋のMoonlight,Koi no Moonlight,こいのＭＯＯＮＬＩＧＨＴ,3039,true,variety,hard,8.0
恋のMoonlight,Koi no Moonlight,こいのＭＯＯＮＬＩＧＨＴ,3039,true,variety,expert,11.8
Comet Coaster,,ＣＯＭＥＴＣＯＡＳＴＥＲ,3038,true,variety,normal,5.0
Comet Coaster,,ＣＯＭＥＴＣＯＡＳＴＥＲ,3038,true,variety,hard,9.9
Comet Coaster,,ＣＯＭＥＴＣＯＡＳＴＥＲ,3038,true,variety,expert,13.3
XODUS,,ＸＯＤＵＳ,3037,true,variety,normal,5.0
XODUS,,ＸＯＤＵＳ,3037,true,variety,hard,11.0
XODUS,,ＸＯＤＵＳ,3037,true,variety,expert,14.0
Lights of Muse,,ＬＩＧＨＴＯＦＭＵＳＥ,3036,true,variety,normal,3.0
Lights of Muse,,ＬＩＧＨＴＯＦＭＵＳＥ,3036,true,variety,hard,9.9
Lights of Muse,,ＬＩＧＨＴＯＦＭＵＳＥ,3036,true,variety,expert,12.0
The 90's Decision,,ＴＨＥ９０ＳＤＥＣＩＳＩＯＮ,3041,true,variety,normal,4.0
The 90's Decision,,ＴＨＥ９０ＳＤＥＣＩＳＩＯＮ,3041,true,variety,hard,9.5
The 90's Decision,,ＴＨＥ９０ＳＤＥＣＩＳＩＯＮ,3041,true,variety,expert,13.5
粉骨砕身カジノゥ,Funkotsu-saishin Casino,ふんこつさいしんかじのぅ,3040,true,variety,normal,3.0
粉骨砕身カジノゥ,Funkotsu-saishin Casino,ふんこつさいしんかじのぅ,3040,true,variety,hard,8.1
粉骨砕身カジノゥ,Funkotsu-saishin Casino,ふんこつさいしんかじのぅ,3040,true,variety,expert,13.6
Avant Raze,,ＡＶＡＮＴＲＡＺＥ,3017,true,variety,normal,3.0
Avant Raze,,ＡＶＡＮＴＲＡＺＥ,3017,true,variety,hard,8.0
Avant Raze,,ＡＶＡＮＴＲＡＺＥ,3017,true,variety,expert,12.6
#1f1e33,Color Code,１Ｆ１Ｅ３３,3018,true,variety,normal,3.0
#1f1e33,Color Code,１Ｆ１Ｅ３３,3018,true,variety,hard,10.9
#1f1e33,Color Code,１Ｆ１Ｅ３３,3018,true,variety,expert,13.9
Arcahv,,ＡＲＣＡＨＶ,3019,true,variety,normal,3.0
Arcahv,,ＡＲＣＡＨＶ,3019,true,variety,hard,10.5
Arcahv,,ＡＲＣＡＨＶ,3019,true,variety,expert,13.6
最強STRONGER,Saikyou STRONGER,さいきょうＳＴＲＯＮＧＥＲ,3020,true,variety,normal,5.0
最強STRONGER,Saikyou STRONGER,さいきょうＳＴＲＯＮＧＥＲ,3020,true,variety,hard,10.6
最強STRONGER,Saikyou STRONGER,さいきょうＳＴＲＯＮＧＥＲ,3020,true,variety,expert,14.0
Let you DIVE! (nitro rmx),,ＬＥＴＹＯＵＤＩＶＥ！ＮＩＴＲＯＲＭＸ,3022,true,variety,normal,4.0
Let you DIVE! (nitro rmx),,ＬＥＴＹＯＵＤＩＶＥ！ＮＩＴＲＯＲＭＸ,3022,true,variety,hard,8.7
Let you DIVE! (nitro rmx),,ＬＥＴＹＯＵＤＩＶＥ！ＮＩＴＲＯＲＭＸ,3022,true,variety,expert,12.8
Sheriruth (Laur Remix),,ＳＨＥＲＩＲＵＴＨ,3021,true,variety,normal,4.0
Sheriruth (Laur Remix),,ＳＨＥＲＩＲＵＴＨ,3021,true,variety,hard,10.3
Sheriruth (Laur Remix),,ＳＨＥＲＩＲＵＴＨ,3021,true,variety,expert,13.3
さんさーら！,Samsara!,さんさーら！,2256,false,variety,normal,2.0
さんさーら！,Samsara!,さんさーら！,2256,false,variety,hard,7.9
さんさーら！,Samsara!,さんさーら！,2256,false,variety,expert,12.4
Night Club Junkie,,ＮＩＧＨＴＣＬＵＢＪＵＮＫＩＥ,2229,false,variety,normal,2.0
Night Club Junkie,,ＮＩＧＨＴＣＬＵＢＪＵＮＫＩＥ,2229,false,variety,hard,6.8
Night Club Junkie,,ＮＩＧＨＴＣＬＵＢＪＵＮＫＩＥ,2229,false,variety,expert,12.5
PUPA,,ＰＵＰＡ,2085,true,variety,normal,4.0
PUPA,,ＰＵＰＡ,2085,true,variety,hard,8.6
PUPA,,ＰＵＰＡ,2085,true,variety,expert,13.7
Destr0yer,,ＤＥＳＴＲ０ＹＥＲ,2217,true,variety,normal,5.0
Destr0yer,,ＤＥＳＴＲ０ＹＥＲ,2217,true,variety,hard,8.7
Destr0yer,,ＤＥＳＴＲ０ＹＥＲ,2217,true,variety,expert,13.0
もぺもぺ,Mope-mope,もぺもぺ,2218,true,variety,normal,4.0
もぺもぺ,Mope-mope,もぺもぺ,2218,true,variety,hard,8.2
もぺもぺ,Mope-mope,もぺもぺ,2218,true,variety,expert,12.7
MAGENTA POTION,,ＭＡＧＥＮＴＡＰＯＴＩＯＮ,2207,true,variety,normal,4.0
MAGENTA POTION,,ＭＡＧＥＮＴＡＰＯＴＩＯＮ,2207,true,variety,hard,8.1
MAGENTA POTION,,ＭＡＧＥＮＴＡＰＯＴＩＯＮ,2207,true,variety,expert,12.6
進捗WARS feat．ビートまりお,Shinchoku WARS feat. Beat Mario,しんちょくＷＡＲＳＦＥＡＴ．びーとまりお,1241,true,variety,normal,3.0
進捗WARS feat．ビートまりお,Shinchoku WARS feat. Beat Mario,しんちょくＷＡＲＳＦＥＡＴ．びーとまりお,1241,true,variety,hard,7.0
進捗WARS feat．ビートまりお,Shinchoku WARS feat. Beat Mario,しんちょくＷＡＲＳＦＥＡＴ．びーとまりお,1241,true,variety,expert,11.5
Apocalypse,,ＡＰＯＣＡＬＹＰＳＥ,2080,true,variety,normal,2.0
Apocalypse,,ＡＰＯＣＡＬＹＰＳＥ,2080,true,variety,hard,7.6
Apocalypse,,ＡＰＯＣＡＬＹＰＳＥ,2080,true,variety,expert,12.4
You are the Miserable,,ＹＯＵＡＲＥＴＨＥＭＩＳＥＲＡＢＬＥ,2082,true,variety,normal,3.0
You are the Miserable,,ＹＯＵＡＲＥＴＨＥＭＩＳＥＲＡＢＬＥ,2082,true,variety,hard,10.0
You are the Miserable,,ＹＯＵＡＲＥＴＨＥＭＩＳＥＲＡＢＬＥ,2082,true,variety,expert,13.9
Stasis,,ＳＴＡＳＩＳ,2083,true,variety,normal,3.0
Stasis,,ＳＴＡＳＩＳ,2083,true,variety,hard,10.2
Stasis,,ＳＴＡＳＩＳ,2083,true,variety,expert,13.6
Rainmaker,,ＲＡＩＮＭＡＫＥＲ,2081,true,variety,normal,4.0
Rainmaker,,ＲＡＩＮＭＡＫＥＲ,2081,true,variety,hard,9.9
Rainmaker,,ＲＡＩＮＭＡＫＥＲ,2081,true,variety,expert,13.5
Weg,,ＷＥＧ,2079,true,variety,normal,3.0
Weg,,ＷＥＧ,2079,true,variety,hard,8.6
Weg,,ＷＥＧ,2079,true,variety,expert,12.3
From Zero feat. 利香,,ＦＲＯＭＺＥＲＯＦＥＡＴＲＩＫＡ,2071,true,variety,normal,3.0
From Zero feat. 利香,,ＦＲＯＭＺＥＲＯＦＥＡＴＲＩＫＡ,2071,true,variety,hard,7.7
From Zero feat. 利香,,ＦＲＯＭＺＥＲＯＦＥＡＴＲＩＫＡ,2071,true,variety,expert,11.8
PRESS START!,,ＰＲＥＳＳＳＴＡＲＴ,2072,false,variety,normal,4.0
PRESS START!,,ＰＲＥＳＳＳＴＡＲＴ,2072,false,variety,hard,8.7
PRESS START!,,ＰＲＥＳＳＳＴＡＲＴ,2072,false,variety,expert,12.7
TWISTSTEP,,ＴＷＩＳＴＥＰ,2073,false,variety,normal,3.0
TWISTSTEP,,ＴＷＩＳＴＥＰ,2073,false,variety,hard,8.8
TWISTSTEP,,ＴＷＩＳＴＥＰ,2073,false,variety,expert,12.7
Future Cαndy,Future Candy,ＦＵＴＵＲＥＣＡＮＤＹ,2074,false,variety,normal,3.0
Future Cαndy,Future Candy,ＦＵＴＵＲＥＣＡＮＤＹ,2074,false,variety,hard,9.1
Future Cαndy,Future Candy,ＦＵＴＵＲＥＣＡＮＤＹ,2074,false,variety,expert,12.7
Fish Fight!,,ＦＩＳＨＦＩＧＨＴ,2059,false,variety,normal,4.0
Fish Fight!,,ＦＩＳＨＦＩＧＨＴ,2059,false,variety,hard,9.0
Fish Fight!,,ＦＩＳＨＦＩＧＨＴ,2059,false,variety,expert,11.6
THERAPY,,ＴＨＥＲＡＰＹ,2060,false,variety,normal,4.0
THERAPY,,ＴＨＥＲＡＰＹ,2060,false,variety,hard,9.1
THERAPY,,ＴＨＥＲＡＰＹ,2060,false,variety,expert,12.7
グルーヴ・ザ・ハート,Groove the Heart,ぐるーヴざはーと,2090,true,variety,normal,4.0
グルーヴ・ザ・ハート,Groove the Heart,ぐるーヴざはーと,2090,true,variety,hard,8.5
グルーヴ・ザ・ハート,Groove the Heart,ぐるーヴざはーと,2090,true,variety,expert,12.5
Got more raves?,,ＧＯTＭＯＲＥＲＡＶＥＳ？,2089,true,variety,normal,6.0
Got more raves?,,ＧＯTＭＯＲＥＲＡＶＥＳ？,2089,true,variety,hard,10.9
Got more raves?,,ＧＯTＭＯＲＥＲＡＶＥＳ？,2089,true,variety,expert,13.5
"Good Night, Bad Luck.",,ＧＯＯＤＮＩＧＨＴＢＡＤＬＵＣＫ,2088,true,variety,normal,5.0
"Good Night, Bad Luck.",,ＧＯＯＤＮＩＧＨＴＢＡＤＬＵＣＫ,2088,true,variety,hard,10.7
"Good Night, Bad Luck.",,ＧＯＯＤＮＩＧＨＴＢＡＤＬＵＣＫ,2088,true,variety,expert,13.7
Grayed Out-Antifront-,,ＧＲＡＹＥＤＯＵＴ,2010,true,variety,normal,3.0
Grayed Out-Antifront-,,ＧＲＡＹＥＤＯＵＴ,2010,true,variety,hard,9.6
Grayed Out-Antifront-,,ＧＲＡＹＥＤＯＵＴ,2010,true,variety,expert,13.2
インドア系ならトラックメイカー,Indoor-kei nara Trackmaker,いんどあけいならとらっくめいかー,2011,false,variety,normal,2.0
インドア系ならトラックメイカー,Indoor-kei nara Trackmaker,いんどあけいならとらっくめいかー,2011,false,variety,hard,7.5
インドア系ならトラックメイカー,Indoor-kei nara Trackmaker,いんどあけいならとらっくめいかー,2011,false,variety,expert,12.9
ダンシング☆サムライ,Dancing Samurai,だんしんぐさむらい,1254,false,variety,normal,3.0
ダンシング☆サムライ,Dancing Samurai,だんしんぐさむらい,1254,false,variety,hard,7.7
ダンシング☆サムライ,Dancing Samurai,だんしんぐさむらい,1254,false,variety,expert,10.5
WHITE,,ＷＨＩＴＥ,1255,true,variety,normal,3.0
WHITE,,ＷＨＩＴＥ,1255,true,variety,hard,8.0
WHITE,,ＷＨＩＴＥ,1255,true,variety,expert,10.5
Brain Power,,ＢＲＡＩＮＰＯＷＥＲ,1116,true,variety,normal,4.0
Brain Power,,ＢＲＡＩＮＰＯＷＥＲ,1116,true,variety,hard,9.7
Brain Power,,ＢＲＡＩＮＰＯＷＥＲ,1116,true,variety,expert,13.0
聖者の鼓動,Seija no Kodo,せいじゃのこどう,1261,true,variety,normal,2.0
聖者の鼓動,Seija no Kodo,せいじゃのこどう,1261,true,variety,hard,7.6
聖者の鼓動,Seija no Kodo,せいじゃのこどう,1261,true,variety,expert,12.4
BUCHiGiRE Berserker,,ＢＵＣＨＩＧＩＲＥＢＥＲＳＥＲＫＥＲ,1263,true,variety,normal,4.0
BUCHiGiRE Berserker,,ＢＵＣＨＩＧＩＲＥＢＥＲＳＥＲＫＥＲ,1263,true,variety,hard,10.9
BUCHiGiRE Berserker,,ＢＵＣＨＩＧＩＲＥＢＥＲＳＥＲＫＥＲ,1263,true,variety,expert,13.9
君のStarlight Road,Kimi no Starlight Road,きみのすたーらいとろーど,1260,true,variety,normal,3.0
君のStarlight Road,Kimi no Starlight Road,きみのすたーらいとろーど,1260,true,variety,hard,8.2
君のStarlight Road,Kimi no Starlight Road,きみのすたーらいとろーど,1260,true,variety,expert,10.3
FUJIN Rumble,,ＦＵＪＩＮＲＵＭＢＬＥ,1262,true,variety,normal,5.0
FUJIN Rumble,,ＦＵＪＩＮＲＵＭＢＬＥ,1262,true,variety,hard,10.8
FUJIN Rumble,,ＦＵＪＩＮＲＵＭＢＬＥ,1262,true,variety,expert,13.6
Eyes on me feat. Such,,ＥＹＥＳＯＮＭＥ,1232,false,variety,normal,3.0
Eyes on me feat. Such,,ＥＹＥＳＯＮＭＥ,1232,false,variety,hard,7.7
Eyes on me feat. Such,,ＥＹＥＳＯＮＭＥ,1232,false,variety,expert,12.4
GOODWORLD,,ＧＯＯＤＷＯＲＬＤ,1242,true,variety,normal,2.0
GOODWORLD,,ＧＯＯＤＷＯＲＬＤ,1242,true,variety,hard,9.1
GOODWORLD,,ＧＯＯＤＷＯＲＬＤ,1242,true,variety,expert,12.6
Altale,,ＡＬＴＡＬＥ,1243,true,variety,normal,4.0
Altale,,ＡＬＴＡＬＥ,1243,true,variety,hard,9.3
Altale,,ＡＬＴＡＬＥ,1243,true,variety,expert,12.3
ベースラインやってる？笑,Bass-line Yatteru? LOL,べーすらいんやってる,1215,true,variety,normal,4.0
ベースラインやってる？笑,Bass-line Yatteru? LOL,べーすらいんやってる,1215,true,variety,hard,9.9
ベースラインやってる？笑,Bass-line Yatteru? LOL,べーすらいんやってる,1215,true,variety,expert,12.2
EU over Progress,,ＥＵＯＶＥＲＰＲＯＧＲＥＳＳ,1216,true,variety,normal,6.0
EU over Progress,,ＥＵＯＶＥＲＰＲＯＧＲＥＳＳ,1216,true,variety,hard,10.7
EU over Progress,,ＥＵＯＶＥＲＰＲＯＧＲＥＳＳ,1216,true,variety,expert,12.7
燐廻,Rinne,りんね,1115,true,variety,normal,2.0
燐廻,Rinne,りんね,1115,true,variety,hard,7.7
燐廻,Rinne,りんね,1115,true,variety,expert,11.1
『エキセントリック少年ボウイ』のテーマ,'Eccentric Shonen Boy' no Theme,えきせんとりっくしょうねんぼういのてーま,1047,false,variety,normal,1.0
『エキセントリック少年ボウイ』のテーマ,'Eccentric Shonen Boy' no Theme,えきせんとりっくしょうねんぼういのてーま,1047,false,variety,hard,5.7
『エキセントリック少年ボウイ』のテーマ,'Eccentric Shonen Boy' no Theme,えきせんとりっくしょうねんぼういのてーま,1047,false,variety,expert,12.6
Jägermeister,Jagermeister,ＪÄＧＥＲＭＥＩＳＴＥＲ,1045,false,variety,normal,3.0
Jägermeister,Jagermeister,ＪÄＧＥＲＭＥＩＳＴＥＲ,1045,false,variety,hard,8.8
Jägermeister,Jagermeister,ＪÄＧＥＲＭＥＩＳＴＥＲ,1045,false,variety,expert,11.2
What's this?,,ＷＨＡＴ’ＳＴＨＩＳ？,1050,true,variety,normal,3.0
What's this?,,ＷＨＡＴ’ＳＴＨＩＳ？,1050,true,variety,hard,6.3
What's this?,,ＷＨＡＴ’ＳＴＨＩＳ？,1050,true,variety,expert,10.2
FREEDOM DiVE↓,,ＦＲＥＥＤＯＭＤＩＶＥ,1111,true,variety,normal,6.0
FREEDOM DiVE↓,,ＦＲＥＥＤＯＭＤＩＶＥ,1111,true,variety,hard,10.9
FREEDOM DiVE↓,,ＦＲＥＥＤＯＭＤＩＶＥ,1111,true,variety,expert,13.9
Honey Panic!,,ＨＯＮＥＹＰＡＮＩＣ,1127,true,variety,normal,3.0
Honey Panic!,,ＨＯＮＥＹＰＡＮＩＣ,1127,true,variety,hard,9.4
Honey Panic!,,ＨＯＮＥＹＰＡＮＩＣ,1127,true,variety,expert,12.0
Pixel Galaxy,,ＰＩＸＥＬＧＡＬＡＸＹ,1110,true,variety,normal,2.0
Pixel Galaxy,,ＰＩＸＥＬＧＡＬＡＸＹ,1110,true,variety,hard,7.2
Pixel Galaxy,,ＰＩＸＥＬＧＡＬＡＸＹ,1110,true,variety,expert,10.8
集結の華々,Shuketsu no Hanabana,しゅうけつのはなばな,1052,true,variety,normal,2.0
集結の華々,Shuketsu no Hanabana,しゅうけつのはなばな,1052,true,variety,hard,6.3
集結の華々,Shuketsu no Hanabana,しゅうけつのはなばな,1052,true,variety,expert,10.9
conflict,,ＣＯＮＦＬＩＣＴ,1104,true,variety,normal,5.0
conflict,,ＣＯＮＦＬＩＣＴ,1104,true,variety,hard,10.3
conflict,,ＣＯＮＦＬＩＣＴ,1104,true,variety,expert,13.4
こんにちは、ARuFaです。,"Konnichi wa, ARuFa desu.",こんにちは、ＡＲＵＦＡです,1043,false,variety,normal,3.0
こんにちは、ARuFaです。,"Konnichi wa, ARuFa desu.",こんにちは、ＡＲＵＦＡです,1043,false,variety,hard,7.5
こんにちは、ARuFaです。,"Konnichi wa, ARuFa desu.",こんにちは、ＡＲＵＦＡです,1043,false,variety,expert,10.4
ぼくの夢、メチャクソ無限湧き,"Boku no Yume, Mechakuso Mugen Waki",ぼくのゆめめちゃくそむげんわき,1044,true,variety,normal,4.0
ぼくの夢、メチャクソ無限湧き,"Boku no Yume, Mechakuso Mugen Waki",ぼくのゆめめちゃくそむげんわき,1044,true,variety,hard,9.6
ぼくの夢、メチャクソ無限湧き,"Boku no Yume, Mechakuso Mugen Waki",ぼくのゆめめちゃくそむげんわき,1044,true,variety,expert,12.6
ぼくの夢、メチャクソ無限湧き,"Boku no Yume, Mechakuso Mugen Waki",ぼくのゆめめちゃくそむげんわき,1044,true,variety,inferno,13.8
ゲームオーバー (feat. TORIENA),Game Over (feat. TORIENA),げーむおーばー,1094,false,variety,normal,2.0
ゲームオーバー (feat. TORIENA),Game Over (feat. TORIENA),げーむおーばー,1094,false,variety,hard,7.7
ゲームオーバー (feat. TORIENA),Game Over (feat. TORIENA),げーむおーばー,1094,false,variety,expert,11.7
ルーンファクトリー４スペシャルより「この想いを乗せて」,'Kono Omoi wo Nosete' from Rune Factory 4 Special,るーんふぁくとりー４すぺしゃるよりこのおもいをのせて,1051,true,variety,normal,1.0
ルーンファクトリー４スペシャルより「この想いを乗せて」,'Kono Omoi wo Nosete' from Rune Factory 4 Special,るーんふぁくとりー４すぺしゃるよりこのおもいをのせて,1051,true,variety,hard,5.6
ルーンファクトリー４スペシャルより「この想いを乗せて」,'Kono Omoi wo Nosete' from Rune Factory 4 Special,るーんふぁくとりー４すぺしゃるよりこのおもいをのせて,1051,true,variety,expert,9.0
DIVE With Ü,,ＤＩＶＥＷＩＴＨＵ,3064,true,original,normal,3.0
DIVE With Ü,,ＤＩＶＥＷＩＴＨＵ,3064,true,original,hard,9.6
DIVE With Ü,,ＤＩＶＥＷＩＴＨＵ,3064,true,original,expert,13.3
DIVE With Ü,,ＤＩＶＥＷＩＴＨＵ,3064,true,original,inferno,12.0
神,Kami,かみ,3058,true,original,normal,6.0
神,Kami,かみ,3058,true,original,hard,10.9
神,Kami,かみ,3058,true,original,expert,13.7
神,Kami,かみ,3058,true,original,inferno,14.1
cloud IX,,ＣＬＯＵＤＩＸ,3057,true,original,normal,4.0
cloud IX,,ＣＬＯＵＤＩＸ,3057,true,original,hard,10.5
cloud IX,,ＣＬＯＵＤＩＸ,3057,true,original,expert,13.6
Ouvertüre,Ouverture,ＯＵＶＥＲＴＵＲＥ,3011,true,original,normal,3.0
Ouvertüre,Ouverture,ＯＵＶＥＲＴＵＲＥ,3011,true,original,hard,9.6
Ouvertüre,Ouverture,ＯＵＶＥＲＴＵＲＥ,3011,true,original,expert,13.3
Ouvertüre,Ouverture,ＯＵＶＥＲＴＵＲＥ,3011,true,original,inferno,14.0
Love Kills U,,ＬＯＶＥＫＩＬＬＳＵ,3012,true,original,normal,4.0
Love Kills U,,ＬＯＶＥＫＩＬＬＳＵ,3012,true,original,hard,8.4
Love Kills U,,ＬＯＶＥＫＩＬＬＳＵ,3012,true,original,expert,12.5
Kira☆Kira☆Night,,ＫＩＲＡＫＩＲＡＮＩＧＨＴ,3028,true,original,normal,5.0
Kira☆Kira☆Night,,ＫＩＲＡＫＩＲＡＮＩＧＨＴ,3028,true,original,hard,9.6
Kira☆Kira☆Night,,ＫＩＲＡＫＩＲＡＮＩＧＨＴ,3028,true,original,expert,12.9
YOG,,ＹＯＧ,3015,true,original,normal,4.0
YOG,,ＹＯＧ,3015,true,original,hard,9.7
YOG,,ＹＯＧ,3015,true,original,expert,13.8
Lost Illusion,,ＬＯＳＴＩＬＬＵＳＩＯＮ,2234,true,original,normal,4.0
Lost Illusion,,ＬＯＳＴＩＬＬＵＳＩＯＮ,2234,true,original,hard,10.7
Lost Illusion,,ＬＯＳＴＩＬＬＵＳＩＯＮ,2234,true,original,expert,12.7
Cauliflower,,ＣＡＵＬＩＦＬＯＷＥＲ,2230,true,original,normal,4.0
Cauliflower,,ＣＡＵＬＩＦＬＯＷＥＲ,2230,true,original,hard,8.7
Cauliflower,,ＣＡＵＬＩＦＬＯＷＥＲ,2230,true,original,expert,12.8
Purple Skies,,ＰＵＲＰＬＥＳＫＩＥＳ,2231,true,original,normal,3.0
Purple Skies,,ＰＵＲＰＬＥＳＫＩＥＳ,2231,true,original,hard,8.4
Purple Skies,,ＰＵＲＰＬＥＳＫＩＥＳ,2231,true,original,expert,12.4
Lhaksha,Laksha/Laksa,ＬＨＡＫＳＨＡ,2211,true,original,normal,3.0
Lhaksha,Laksha/Laksa,ＬＨＡＫＳＨＡ,2211,true,original,hard,9.6
Lhaksha,Laksha/Laksa,ＬＨＡＫＳＨＡ,2211,true,original,expert,12.5
LIN NE KRO NE feat. lasah,,ＬＩＮＮＥＫＲＯＮＥ,2210,true,original,normal,4.0
LIN NE KRO NE feat. lasah,,ＬＩＮＮＥＫＲＯＮＥ,2210,true,original,hard,9.0
LIN NE KRO NE feat. lasah,,ＬＩＮＮＥＫＲＯＮＥ,2210,true,original,expert,13.7
フリーフォール,Free Fall,ふりーふぉーる,2053,true,original,normal,4.0
フリーフォール,Free Fall,ふりーふぉーる,2053,true,original,hard,8.8
フリーフォール,Free Fall,ふりーふぉーる,2053,true,original,expert,12.7
猫娘,Neko Musume,ねこむすめ,2046,true,original,normal,6.0
猫娘,Neko Musume,ねこむすめ,2046,true,original,hard,10.6
猫娘,Neko Musume,ねこむすめ,2046,true,original,expert,13.7
QiXiN MAdN3ss 2153,KISHIN MADNESS 2153,ＱＩＸＩＮＭＡＤＮ３ＳＳ２１５３,2091,true,original,normal,6.0
QiXiN MAdN3ss 2153,KISHIN MADNESS 2153,ＱＩＸＩＮＭＡＤＮ３ＳＳ２１５３,2091,true,original,hard,11.0
QiXiN MAdN3ss 2153,KISHIN MADNESS 2153,ＱＩＸＩＮＭＡＤＮ３ＳＳ２１５３,2091,true,original,expert,13.9
ARTEMiS,,ＡＲＴＥＭＩＳ,2036,true,original,normal,4.0
ARTEMiS,,ＡＲＴＥＭＩＳ,2036,true,original,hard,10.6
ARTEMiS,,ＡＲＴＥＭＩＳ,2036,true,original,expert,13.9
with U,,ＷＩＴＨＵ,2012,true,original,normal,3.0
with U,,ＷＩＴＨＵ,2012,true,original,hard,7.9
with U,,ＷＩＴＨＵ,2012,true,original,expert,11.8
with U,,ＷＩＴＨＵ,2012,true,original,inferno,13.6
Tell Me,,ＴＥＬＬＭＥ,2013,true,original,normal,3.0
Tell Me,,ＴＥＬＬＭＥ,2013,true,original,hard,7.9
